city_key,city_name,province,city_tier_v1,tier_rank,city_segment_v1,segment_rank,segment_basis,segment_confidence,special_city_type,needs_manual_review,review_reason,notes
cn_city_608bee22,宜昌,湖北,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_2e6e6f15,襄阳,湖北,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e335d8f9,株洲,湖南,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ed04edf6,兰州,甘肃,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7b1c4ec6,厦门,福建,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e520d9e3,泉州,福建,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_313cefca,福州,福建,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7853790d,拉萨,西藏,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a8948dad,贵阳,贵州,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a004e98a,遵义,贵州,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_bad9c3cf,大连,辽宁,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_b7bd46e5,沈阳,辽宁,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_18d49b8f,咸阳,陕西,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e89f58eb,榆林,陕西,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_06c94b2c,西宁,青海,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_b91eb124,哈尔滨,黑龙江,普通二线,3,普通二线与区域中心城市,3,继承主层级：普通二线或区域中心候选,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_dd3e4189,巢湖,安徽,三四线,4,历史区划或数据异常城市,4,城市主键表或覆盖核对表标记为需人工核查,medium,historical_adjustment,yes,工作簿覆盖不完整；原地级巢湖市已撤销，需按年份和口径决定是否并入合肥、芜湖、马鞍山等后续区划。；购买地级市房地产指标覆盖不完整,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_6aa29de1,莱芜,山东,三四线,4,历史区划或数据异常城市,4,城市主键表或覆盖核对表标记为需人工核查,medium,historical_adjustment,yes,工作簿覆盖不完整；原莱芜市已并入济南，跨年份分析需单独处理。；购买地级市房地产指标覆盖不完整,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4cffe756,哈密,新疆,三四线,4,历史区划或数据异常城市,4,城市主键表或覆盖核对表标记为需人工核查,medium,name_normalization,yes,原始城市名含不可见字符；原始数据存在零宽字符，已规范化为哈密。,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_eb3aa9f1,那曲,西藏,三四线,4,历史区划或数据异常城市,4,城市主键表或覆盖核对表标记为需人工核查,medium,coverage_gap,yes,工作簿覆盖不完整；缺商品房销售额和住宅销售额，需核对统计口径和数据可得性。；购买地级市房地产指标覆盖不完整,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_6f515078,乌海,内蒙古,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_7847082f,白城,吉林,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d4194d9b,白山,吉林,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_8350d559,辽源,吉林,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a56dd4ce,攀枝花,四川,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d5207eab,朔州,山西,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_12b12502,阳泉,山西,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e37d191f,克拉玛依,新疆,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_c072a108,嘉峪关,甘肃,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_f63093aa,金昌,甘肃,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_149a4e96,抚顺,辽宁,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_81e750aa,本溪,辽宁,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a79c55d6,阜新,辽宁,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_d4480e81,铜川,陕西,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_dabdcded,七台河,黑龙江,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_360af1af,伊春,黑龙江,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_94787503,双鸭山,黑龙江,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_dad718e4,大庆,黑龙江,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_96bd5b90,鸡西,黑龙江,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_822aeb95,鹤岗,黑龙江,三四线,4,资源型或收缩型候选城市,5,城市层级种子表 special_city_type 标记为资源型或收缩型候选,medium,资源型或收缩型候选,yes,资源型或收缩型候选需用人口、产业、财政和成交流动性数据验证,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_0996b803,广安,四川,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_6a4925f7,德阳,四川,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1fdeb6e9,泸州,四川,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1ad95d43,眉山,四川,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_625158c5,资阳,四川,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_1a02c167,遂宁,四川,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_dd0337a7,汕头,广东,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5647fece,江门,广东,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_c426659f,清远,广东,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_380666ad,肇庆,广东,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ba009c36,泰州,江苏,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_013057fd,淮安,江苏,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4094fc67,盐城,江苏,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_4779ebe6,镇江,江苏,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_e786d540,廊坊,河北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_5e80feca,张家口,河北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_b1ecbab2,承德,河北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_798bbdf0,沧州,河北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ce66d930,秦皇岛,河北,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_51d54e38,平顶山,河南,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_ce1c9099,开封,河南,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
cn_city_a91dfbb3,新乡,河南,三四线,4,都市圈外围承接型候选城市,6,人工规则种子：位于主要都市圈或城市群外围，可能承接通勤、产业或外溢住房需求,low,normal,no,,第一版人工规则种子，后续需用人口、产业、库存、成交、租金和通勤数据校正
